simulation,generation,optimal_bw,goal_ultra_short_bkb,goal_short_bkb,goal_long_bkb,goal_effective_bkb,goal_var,confidence,tracking_rate_ultra_short,tracking_rate_short,tracking_rate_effective,success_rate
2,740,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5
2,750,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.4
2,760,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1
2,770,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.3
2,780,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.6
2,790,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5
2,800,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.6
2,810,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.3
2,820,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.7
2,830,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.3
2,840,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.6
2,850,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.6
2,860,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.4
2,870,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5
2,880,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.3
2,890,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5
2,900,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.6
2,910,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.7
2,920,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.9
2,930,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.6
2,940,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.8
2,950,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.7
2,960,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.6
2,970,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5
2,980,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.7
2,990,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.4
3,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,10,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,20,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,30,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,40,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1
3,50,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,60,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,70,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,80,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,90,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,100,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,110,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,120,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,130,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,140,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,150,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,160,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,170,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,180,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1
3,190,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,200,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,210,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,220,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,230,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,240,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,250,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,260,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,270,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1
3,280,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,290,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,300,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,310,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,320,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,330,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,340,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,350,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,360,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,370,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,380,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,390,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,400,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,410,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,420,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,430,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,440,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,450,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,460,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,470,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,480,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,490,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,500,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,510,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,520,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,530,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,540,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,550,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,560,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,570,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,580,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,590,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,600,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,610,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,620,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,630,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,640,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,650,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,660,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,670,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,680,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,690,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,700,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,710,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,720,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,730,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,740,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,750,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,760,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,770,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,780,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,790,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,800,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,810,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,820,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,830,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,840,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,850,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,860,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,870,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,880,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,890,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,900,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,910,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,920,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,930,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2
3,940,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,950,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,960,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,970,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1
3,980,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
3,990,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,10,90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,20,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,30,110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,40,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2
4,50,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2
4,60,90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,70,90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,80,90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,90,90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,110,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,120,110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,130,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,140,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,150,110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1
4,160,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,170,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,180,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,190,110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,200,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1
4,210,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,220,110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,230,110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,240,110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,250,90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,260,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,270,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1
4,280,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,290,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,300,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,310,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,320,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,330,110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
4,340,130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1
4,350,120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2
4,360,100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.4
